,Id,Date,Long,Lat
3309494,13,2014-12-09 14:59:12.17,-0.571678333333333,44.8498983333333
3309495,13,2014-12-09 14:59:12.18,-0.571678333333333,44.8498983333333
3309498,13,2014-12-09 14:59:13.17,-0.571678333333333,44.8498983333333
3309499,13,2014-12-09 14:59:13.178,-0.571678333333333,44.8498983333333
3309502,13,2014-12-09 14:59:14.171,-0.571678333333333,44.8498983333333
3309503,13,2014-12-09 14:59:14.181,-0.571678333333333,44.8498983333333
3309506,13,2014-12-09 14:59:15.17,-0.571678333333333,44.8498983333333
3309507,13,2014-12-09 14:59:15.18,-0.571678333333333,44.8498983333333
3309510,13,2014-12-09 14:59:16.171,-0.571678333333333,44.8498983333333
3309511,13,2014-12-09 14:59:16.18,-0.571678333333333,44.8498983333333
3309514,13,2014-12-09 14:59:17.17,-0.571678333333333,44.8498983333333
3309515,13,2014-12-09 14:59:17.19,-0.571678333333333,44.8498983333333
3309518,13,2014-12-09 14:59:18.17,-0.571678333333333,44.8498983333333
3309519,13,2014-12-09 14:59:18.18,-0.571678333333333,44.8498983333333
3309522,13,2014-12-09 14:59:19.17,-0.571598333333333,44.8499833333333
3309523,13,2014-12-09 14:59:19.178,-0.571598333333333,44.8499833333333
3309526,13,2014-12-09 14:59:20.171,-0.571588333333333,44.8499883333333
3309527,13,2014-12-09 14:59:20.239,-0.571588333333333,44.8499883333333
3309530,13,2014-12-09 14:59:21.171,-0.571583333333333,44.8499866666667
3309531,13,2014-12-09 14:59:21.206,-0.571583333333333,44.8499866666667
3309534,13,2014-12-09 14:59:22.184,-0.571583333333333,44.8499933333333
3309535,13,2014-12-09 14:59:22.194,-0.571583333333333,44.8499933333333
3309538,13,2014-12-09 14:59:23.17,-0.571578333333333,44.850004999999996
3309539,13,2014-12-09 14:59:23.18,-0.571578333333333,44.850004999999996
3309542,13,2014-12-09 14:59:24.17,-0.571578333333333,44.850004999999996
3309543,13,2014-12-09 14:59:24.178,-0.571578333333333,44.850004999999996
3309546,13,2014-12-09 14:59:25.171,-0.571578333333333,44.850004999999996
3309547,13,2014-12-09 14:59:25.183,-0.571578333333333,44.850004999999996
3309550,13,2014-12-09 14:59:26.309,-0.571578333333333,44.850004999999996
3309551,13,2014-12-09 14:59:26.358,-0.571578333333333,44.850004999999996
3309554,13,2014-12-09 14:59:27.171,-0.571578333333333,44.850004999999996
3309555,13,2014-12-09 14:59:27.18,-0.571578333333333,44.850004999999996
3309558,13,2014-12-09 14:59:28.171,-0.571578333333333,44.850004999999996
3309559,13,2014-12-09 14:59:28.191,-0.571578333333333,44.850004999999996
3309562,13,2014-12-09 14:59:29.17,-0.571578333333333,44.850004999999996
3309563,13,2014-12-09 14:59:29.178,-0.571578333333333,44.850004999999996
3309566,13,2014-12-09 14:59:30.171,-0.571578333333333,44.850004999999996
3309567,13,2014-12-09 14:59:30.18,-0.571578333333333,44.850004999999996
3309570,13,2014-12-09 14:59:31.17,-0.571578333333333,44.850004999999996
3309571,13,2014-12-09 14:59:31.177,-0.571578333333333,44.850004999999996
3309574,13,2014-12-09 14:59:32.171,-0.571578333333333,44.850004999999996
3309575,13,2014-12-09 14:59:32.183,-0.571578333333333,44.850004999999996
3309578,13,2014-12-09 14:59:33.168,-0.571578333333333,44.850004999999996
3309579,13,2014-12-09 14:59:33.178,-0.571578333333333,44.850004999999996
3309582,13,2014-12-09 14:59:34.17,-0.571578333333333,44.850004999999996
3309583,13,2014-12-09 14:59:34.18,-0.571578333333333,44.850004999999996
3309586,13,2014-12-09 14:59:35.171,-0.571578333333333,44.850004999999996
3309587,13,2014-12-09 14:59:35.18,-0.571578333333333,44.850004999999996
3309590,13,2014-12-09 14:59:36.171,-0.571578333333333,44.850004999999996
3309591,13,2014-12-09 14:59:36.18,-0.571578333333333,44.850004999999996
3309594,13,2014-12-09 14:59:37.17,-0.571578333333333,44.850004999999996
3309595,13,2014-12-09 14:59:37.18,-0.571578333333333,44.850004999999996
3309598,13,2014-12-09 14:59:38.171,-0.571578333333333,44.850004999999996
3309599,13,2014-12-09 14:59:38.18,-0.571578333333333,44.850004999999996
3309602,13,2014-12-09 14:59:39.17,-0.571578333333333,44.850004999999996
3309603,13,2014-12-09 14:59:39.18,-0.571578333333333,44.850004999999996
3309606,13,2014-12-09 14:59:40.17,-0.571553333333333,44.849913333333305
3309607,13,2014-12-09 14:59:40.178,-0.571553333333333,44.849913333333305
3309610,13,2014-12-09 14:59:41.17,-0.571545,44.849909999999994
3309611,13,2014-12-09 14:59:41.18,-0.571545,44.849909999999994
3309614,13,2014-12-09 14:59:42.17,-0.5715416666666671,44.8499083333333
3309615,13,2014-12-09 14:59:42.204,-0.5715416666666671,44.8499083333333
3309618,13,2014-12-09 14:59:43.17,-0.571538333333333,44.8499033333333
3309619,13,2014-12-09 14:59:43.18,-0.571538333333333,44.8499033333333
3309622,13,2014-12-09 14:59:44.171,-0.571538333333333,44.8499033333333
3309623,13,2014-12-09 14:59:44.181,-0.571538333333333,44.8499033333333
3309626,13,2014-12-09 14:59:45.17,-0.571538333333333,44.8499033333333
3309627,13,2014-12-09 14:59:45.191,-0.571538333333333,44.8499033333333
3309630,13,2014-12-09 14:59:46.171,-0.571538333333333,44.8499033333333
3309631,13,2014-12-09 14:59:46.18,-0.571538333333333,44.8499033333333
3309634,13,2014-12-09 14:59:47.17,-0.571538333333333,44.8499033333333
3309635,13,2014-12-09 14:59:47.18,-0.571538333333333,44.8499033333333
3309638,13,2014-12-09 14:59:48.171,-0.571538333333333,44.8499033333333
3309639,13,2014-12-09 14:59:48.18,-0.571538333333333,44.8499033333333
3309642,13,2014-12-09 14:59:49.17,-0.571538333333333,44.8499033333333
3309643,13,2014-12-09 14:59:49.18,-0.571538333333333,44.8499033333333
3309646,13,2014-12-09 14:59:50.171,-0.571538333333333,44.8499033333333
3309647,13,2014-12-09 14:59:50.18,-0.571538333333333,44.8499033333333
3309650,13,2014-12-09 14:59:51.17,-0.571538333333333,44.8499033333333
3309651,13,2014-12-09 14:59:51.178,-0.571538333333333,44.8499033333333
3309654,13,2014-12-09 14:59:52.17,-0.571538333333333,44.8499033333333
3309655,13,2014-12-09 14:59:52.18,-0.571538333333333,44.8499033333333
3309658,13,2014-12-09 14:59:53.17,-0.571465,44.8498666666667
3309659,13,2014-12-09 14:59:53.178,-0.571465,44.8498666666667
3309662,13,2014-12-09 14:59:54.168,-0.571463333333333,44.84985
3309663,13,2014-12-09 14:59:54.178,-0.571463333333333,44.84985
3309666,13,2014-12-09 14:59:55.17,-0.571435,44.849825
3309667,13,2014-12-09 14:59:55.18,-0.571435,44.849825
3309670,13,2014-12-09 14:59:56.174,-0.5714199999999999,44.8498216666667
3309671,13,2014-12-09 14:59:56.196,-0.5714199999999999,44.8498216666667
3309674,13,2014-12-09 14:59:57.17,-0.5714100000000001,44.849831666666695
3309675,13,2014-12-09 14:59:57.18,-0.5714100000000001,44.849831666666695
3309678,13,2014-12-09 14:59:58.18,-0.5714066666666671,44.849815
3309679,13,2014-12-09 14:59:58.194,-0.5714066666666671,44.849815
3309682,13,2014-12-09 14:59:59.17,-0.571401666666667,44.8498033333333
3309683,13,2014-12-09 14:59:59.204,-0.571401666666667,44.8498033333333
3309686,13,2014-12-09 15:00:00.17,-0.571401666666667,44.8498033333333
3309687,13,2014-12-09 15:00:00.18,-0.571401666666667,44.8498033333333
3309690,13,2014-12-09 15:00:01.171,-0.571401666666667,44.8498033333333
3309691,13,2014-12-09 15:00:01.18,-0.571401666666667,44.8498033333333
3309694,13,2014-12-09 15:00:02.173,-0.571401666666667,44.8498033333333
3309695,13,2014-12-09 15:00:02.181,-0.571401666666667,44.8498033333333
3309698,13,2014-12-09 15:00:03.171,-0.571401666666667,44.8498033333333
3309699,13,2014-12-09 15:00:03.18,-0.571401666666667,44.8498033333333
3309702,13,2014-12-09 15:00:04.17,-0.571401666666667,44.8498033333333
3309703,13,2014-12-09 15:00:04.178,-0.571401666666667,44.8498033333333
3309706,13,2014-12-09 15:00:05.17,-0.571401666666667,44.8498033333333
3309707,13,2014-12-09 15:00:05.18,-0.571401666666667,44.8498033333333
3309710,13,2014-12-09 15:00:06.174,-0.571401666666667,44.8498033333333
3309711,13,2014-12-09 15:00:06.183,-0.571401666666667,44.8498033333333
3309714,13,2014-12-09 15:00:07.17,-0.571401666666667,44.8498033333333
3309715,13,2014-12-09 15:00:07.178,-0.571401666666667,44.8498033333333
3309718,13,2014-12-09 15:00:08.171,-0.571401666666667,44.8498033333333
3309719,13,2014-12-09 15:00:08.18,-0.571401666666667,44.8498033333333
3309722,13,2014-12-09 15:00:09.17,-0.571401666666667,44.8498033333333
3309723,13,2014-12-09 15:00:09.18,-0.571401666666667,44.8498033333333
3309726,13,2014-12-09 15:00:10.17,-0.571401666666667,44.8498033333333
3309727,13,2014-12-09 15:00:10.18,-0.571401666666667,44.8498033333333
3309730,13,2014-12-09 15:00:11.17,-0.571401666666667,44.8498033333333
3309731,13,2014-12-09 15:00:11.178,-0.571401666666667,44.8498033333333
3309734,13,2014-12-09 15:00:12.17,-0.571401666666667,44.8498033333333
3309735,13,2014-12-09 15:00:12.178,-0.571401666666667,44.8498033333333
3309738,13,2014-12-09 15:00:13.17,-0.571401666666667,44.8498033333333
3309739,13,2014-12-09 15:00:13.193,-0.571401666666667,44.8498033333333
3309742,13,2014-12-09 15:00:14.171,-0.571401666666667,44.8498033333333
3309743,13,2014-12-09 15:00:14.18,-0.571401666666667,44.8498033333333
3309746,13,2014-12-09 15:00:15.17,-0.571401666666667,44.8498033333333
3309747,13,2014-12-09 15:00:15.178,-0.571401666666667,44.8498033333333
3309750,13,2014-12-09 15:00:16.173,-0.571401666666667,44.8498033333333
3309751,13,2014-12-09 15:00:16.181,-0.571401666666667,44.8498033333333
3309754,13,2014-12-09 15:00:17.17,-0.571401666666667,44.8498033333333
3309755,13,2014-12-09 15:00:17.18,-0.571401666666667,44.8498033333333
3309758,13,2014-12-09 15:00:18.17,-0.571401666666667,44.8498033333333
3309759,13,2014-12-09 15:00:18.183,-0.571401666666667,44.8498033333333
3309762,13,2014-12-09 15:00:19.17,-0.571401666666667,44.8498033333333
3309763,13,2014-12-09 15:00:19.18,-0.571401666666667,44.8498033333333
3309766,13,2014-12-09 15:00:20.171,-0.571401666666667,44.8498033333333
3309767,13,2014-12-09 15:00:20.18,-0.571401666666667,44.8498033333333
3309770,13,2014-12-09 15:00:21.168,-0.571401666666667,44.8498033333333
3309771,13,2014-12-09 15:00:21.177,-0.571401666666667,44.8498033333333
3309774,13,2014-12-09 15:00:22.17,-0.571401666666667,44.8498033333333
3309775,13,2014-12-09 15:00:22.178,-0.571401666666667,44.8498033333333
3309778,13,2014-12-09 15:00:23.17,-0.571401666666667,44.8498033333333
3309779,13,2014-12-09 15:00:23.178,-0.571401666666667,44.8498033333333
3309782,13,2014-12-09 15:00:24.17,-0.571401666666667,44.8498033333333
3309783,13,2014-12-09 15:00:24.191,-0.571401666666667,44.8498033333333
3309786,13,2014-12-09 15:00:25.17,-0.5713600000000001,44.84989
3309787,13,2014-12-09 15:00:25.18,-0.5713600000000001,44.84989
3309790,13,2014-12-09 15:00:26.174,-0.571363333333333,44.849905
3309791,13,2014-12-09 15:00:26.184,-0.571363333333333,44.849905
3309794,13,2014-12-09 15:00:27.17,-0.571366666666667,44.849915
3309795,13,2014-12-09 15:00:27.178,-0.571366666666667,44.849915
3309798,13,2014-12-09 15:00:28.17,-0.571371666666667,44.8499316666667
3309799,13,2014-12-09 15:00:28.178,-0.571371666666667,44.8499316666667
3309802,13,2014-12-09 15:00:29.17,-0.571371666666667,44.8499316666667
3309803,13,2014-12-09 15:00:29.178,-0.571371666666667,44.8499316666667
3309806,13,2014-12-09 15:00:30.17,-0.571371666666667,44.8499316666667
3309807,13,2014-12-09 15:00:30.178,-0.571371666666667,44.8499316666667
3309810,13,2014-12-09 15:00:31.17,-0.571371666666667,44.8499316666667
3309811,13,2014-12-09 15:00:31.18,-0.571371666666667,44.8499316666667
3309814,13,2014-12-09 15:00:32.171,-0.571371666666667,44.8499316666667
3309815,13,2014-12-09 15:00:32.18,-0.571371666666667,44.8499316666667
3309818,13,2014-12-09 15:00:33.183,-0.571371666666667,44.8499316666667
3309819,13,2014-12-09 15:00:33.193,-0.571371666666667,44.8499316666667
3309822,13,2014-12-09 15:00:34.17,-0.571375,44.8499683333333
3309823,13,2014-12-09 15:00:34.178,-0.571375,44.8499683333333
3309826,13,2014-12-09 15:00:35.17,-0.571373333333333,44.849975
3309827,13,2014-12-09 15:00:35.178,-0.571373333333333,44.849975
3309830,13,2014-12-09 15:00:36.173,-0.571373333333333,44.849978333333304
3309831,13,2014-12-09 15:00:36.183,-0.571373333333333,44.849978333333304
3309834,13,2014-12-09 15:00:37.17,-0.571373333333333,44.8499633333333
3309835,13,2014-12-09 15:00:37.194,-0.571373333333333,44.8499633333333
3309838,13,2014-12-09 15:00:38.171,-0.571373333333333,44.849945
3309839,13,2014-12-09 15:00:38.181,-0.571373333333333,44.849945
3309842,13,2014-12-09 15:00:39.168,-0.571375,44.8499283333333
3309843,13,2014-12-09 15:00:39.177,-0.571375,44.8499283333333
3309846,13,2014-12-09 15:00:40.209,-0.571375,44.8499283333333
3309847,13,2014-12-09 15:00:40.243,-0.571375,44.8499283333333
3309850,13,2014-12-09 15:00:41.17,-0.571375,44.8499283333333
3309851,13,2014-12-09 15:00:41.178,-0.571375,44.8499283333333
3309854,13,2014-12-09 15:00:42.17,-0.571375,44.8499283333333
3309855,13,2014-12-09 15:00:42.178,-0.571375,44.8499283333333
3309858,13,2014-12-09 15:00:43.17,-0.571375,44.8499283333333
3309859,13,2014-12-09 15:00:43.178,-0.571375,44.8499283333333
3309862,13,2014-12-09 15:00:44.171,-0.571375,44.8499283333333
3309863,13,2014-12-09 15:00:44.18,-0.571375,44.8499283333333
3309866,13,2014-12-09 15:00:45.17,-0.571375,44.8499283333333
3309867,13,2014-12-09 15:00:45.18,-0.571375,44.8499283333333
3309870,13,2014-12-09 15:00:46.219,-0.571375,44.8499283333333
3309871,13,2014-12-09 15:00:46.351,-0.571375,44.8499283333333
3309874,13,2014-12-09 15:00:47.17,-0.571375,44.8499283333333
3309875,13,2014-12-09 15:00:47.217,-0.571375,44.8499283333333
3309878,13,2014-12-09 15:00:48.17,-0.571375,44.8499283333333
3309879,13,2014-12-09 15:00:48.18,-0.571375,44.8499283333333
3309882,13,2014-12-09 15:00:49.17,-0.571375,44.8499283333333
3309883,13,2014-12-09 15:00:49.178,-0.571375,44.8499283333333
3309886,13,2014-12-09 15:00:50.171,-0.571375,44.8499283333333
3309887,13,2014-12-09 15:00:50.18,-0.571375,44.8499283333333
3309890,13,2014-12-09 15:00:51.17,-0.571375,44.8499283333333
3309891,13,2014-12-09 15:00:51.178,-0.571375,44.8499283333333
3309894,13,2014-12-09 15:00:52.17,-0.571375,44.8499283333333
3309895,13,2014-12-09 15:00:52.178,-0.571375,44.8499283333333
3309898,13,2014-12-09 15:00:53.17,-0.571375,44.8499283333333
3309899,13,2014-12-09 15:00:53.178,-0.571375,44.8499283333333
3309902,13,2014-12-09 15:00:54.17,-0.571375,44.8499283333333
3309903,13,2014-12-09 15:00:54.177,-0.571375,44.8499283333333
3309906,13,2014-12-09 15:00:55.17,-0.571375,44.8499283333333
3309907,13,2014-12-09 15:00:55.177,-0.571375,44.8499283333333
3309910,13,2014-12-09 15:00:56.174,-0.571375,44.8499283333333
3309911,13,2014-12-09 15:00:56.207,-0.571375,44.8499283333333
3309914,13,2014-12-09 15:00:57.17,-0.571375,44.8499283333333
3309915,13,2014-12-09 15:00:57.178,-0.571375,44.8499283333333
3309918,13,2014-12-09 15:00:58.17,-0.571375,44.8499283333333
3309919,13,2014-12-09 15:00:58.193,-0.571375,44.8499283333333
3309922,13,2014-12-09 15:00:59.17,-0.57138,44.8498216666667
3309923,13,2014-12-09 15:00:59.178,-0.57138,44.8498216666667
3309926,13,2014-12-09 15:01:00.17,-0.571373333333333,44.84982
3309927,13,2014-12-09 15:01:00.178,-0.571373333333333,44.84982
3309930,13,2014-12-09 15:01:01.17,-0.571366666666667,44.8498216666667
3309931,13,2014-12-09 15:01:01.178,-0.571366666666667,44.8498216666667
3309934,13,2014-12-09 15:01:02.171,-0.571371666666667,44.84982
3309935,13,2014-12-09 15:01:02.18,-0.571371666666667,44.84982
3309938,13,2014-12-09 15:01:03.17,-0.571378333333333,44.8498133333333
3309939,13,2014-12-09 15:01:03.178,-0.571378333333333,44.8498133333333
3309942,13,2014-12-09 15:01:04.168,-0.57139,44.8498066666667
